gene	merged_name	type	start	end	strand	UTR length on 5' end	UTR length on 3' end	UTR length before start	UTR length after end
BSGatlas-gene-3655	lytG	CDS	3190834	3191682	-	56	108	108	56
BSGatlas-gene-3656	yubD	CDS	3191843	3193378	-	169	0	0	169
BSGatlas-gene-3658	cdoA	CDS	3193863	3194348	+	768	267	768	267
BSGatlas-gene-366	yceB	CDS	310880	311875	-	41	0	0	41
BSGatlas-gene-3660	uppP	CDS	3194635	3195465	-	92	188	188	92
BSGatlas-gene-3661	yubA	CDS	3195558	3196724	-	44	92	92	44
BSGatlas-gene-3662	iolU	CDS	3196906	3197892	+	159	49	159	49
BSGatlas-gene-3663	rhaA	CDS	3197933	3199207	-	25	0	0	25
BSGatlas-gene-3664	rhaM	CDS	3199233	3199547	-	17	25	25	17
BSGatlas-gene-3665	rhaB	CDS	3199565	3201022	-	0	17	17	0
BSGatlas-gene-3666	rhaR	CDS	3201027	3201803	-	56	0	0	56
BSGatlas-gene-3667	rhaE	CDS	3201860	3203929	-	37	56	56	37
BSGatlas-gene-3668	tlpB	CDS	3204067	3206055	-	35	44	44	35
BSGatlas-gene-3669	mcpA	CDS	3206169	3208154	-	125	51	51	125
BSGatlas-gene-367	yceC	CDS	312159	312758	+	301	21	301	21
BSGatlas-gene-3670	tlpA	CDS	3208280	3210268	-	41	125	125	41
BSGatlas-gene-3671	mcpB	CDS	3210445	3212433	-	192	46	46	192
BSGatlas-gene-3672	tgl	CDS	3212591	3213328	+	22	50	22	50
BSGatlas-gene-3673	yuzH	CDS	3213342	3213596	-	257	0	0	257
BSGatlas-gene-3676	yugT	CDS	3214372	3216036	-	43	36	36	43
BSGatlas-gene-3679	yugP	CDS	3217496	3218173	-	57	0	0	57
BSGatlas-gene-368	yceD	CDS	312780	313361	+	21	34	21	34
BSGatlas-gene-3680	yuzI	CDS	3218215	3218478	-	27	41	41	27
BSGatlas-gene-3683	yugN	CDS	3219837	3220241	-	59	82	82	59
BSGatlas-gene-3684	yugM	CDS	3220301	3220672	-	244	59	59	244
BSGatlas-gene-3685	pgi	CDS	3220731	3222083	-	39	58	58	39
BSGatlas-gene-3686	bdhK	CDS	3222195	3223367	-	47	47	47	47
BSGatlas-gene-3688	bdhJ	CDS	3223471	3224634	-	191	48	48	191
BSGatlas-gene-3689	yuzA	CDS	3224864	3225100	+	114	82	114	82
BSGatlas-gene-369	yceE	CDS	313396	313974	+	34	50	34	50
BSGatlas-gene-3690	yugI	CDS	3225178	3225570	-	50	51	51	50
BSGatlas-gene-3693	yugG	CDS	3226933	3227433	-	52	0	0	52
BSGatlas-gene-3694	yugF	CDS	3227581	3228402	+	740	39	740	39
BSGatlas-gene-3695	yugE	CDS	3228431	3228691	-	32	36	36	32
BSGatlas-gene-3696	patB	CDS	3228778	3229941	+	68	57	68	57
BSGatlas-gene-3697	kinB	CDS	3230067	3231353	+	29	45	29	45
BSGatlas-gene-3698	kapB	CDS	3231399	3231785	+	45	38	45	38
BSGatlas-gene-3699	kapD	CDS	3231812	3232429	-	53	777	777	53
BSGatlas-gene-37	bofA	CDS	29772	30035	+	66	0	66	0
BSGatlas-gene-370	yceF	CDS	314025	314798	+	50	84	50	84
BSGatlas-gene-3700	yuxJ	CDS	3232640	3233818	+	67	0	67	0
BSGatlas-gene-3701	pbpD	CDS	3233911	3235785	+	21	20	21	20
BSGatlas-gene-3702	yuxK	CDS	3235806	3236219	+	20	85	20	85
BSGatlas-gene-3703	yufK	CDS	3236422	3236979	-	35	0	0	35
BSGatlas-gene-3704	maeL	CDS	3237157	3238758	+	705	0	705	0
BSGatlas-gene-3705	maeM	CDS	3238751	3239458	+	0	46	0	46
BSGatlas-gene-3706	nupN	CDS	3239930	3241009	+	291	75	291	75
BSGatlas-gene-3707	nupO	CDS	3241085	3242617	+	75	0	75	0
BSGatlas-gene-371	yceG	CDS	314883	316496	+	84	0	84	0
BSGatlas-gene-3710	maeN	CDS	3244770	3246116	+	28	46	28	46
BSGatlas-gene-3711	yufS	CDS	3246152	3246367	-	19	0	0	19
BSGatlas-gene-3712	mrpA	CDS	3246598	3249003	+	268	0	268	0
BSGatlas-gene-3715	mrpD	CDS	3249761	3251242	+	43	0	43	0
BSGatlas-gene-3718	mrpG	CDS	3251992	3252366	+	0	49	0	49
BSGatlas-gene-3719	yuxO	CDS	3252405	3252785	-	18	1945	1945	18
BSGatlas-gene-372	yceH	CDS	316512	317603	+	0	49	0	49
BSGatlas-gene-3720	comA	CDS	3252804	3253448	-	80	18	18	80
BSGatlas-gene-3721	comP	CDS	3253529	3255838	-	0	80	80	0
BSGatlas-gene-3724	comQ	CDS	3256008	3256907	-	115	0	0	115
BSGatlas-gene-3725	degQ	CDS	3257092	3257232	-	198	36	36	198
BSGatlas-gene-3727	cotIC	CDS	3257693	3258061	+	28	1295	28	1295
BSGatlas-gene-3728	pdeH	CDS	3258037	3259266	-	34	455	455	34
BSGatlas-gene-3729	pncB	CDS	3259403	3260875	-	0	49	49	0
BSGatlas-gene-373	niaP	CDS	317725	318927	+	39	0	39	0
BSGatlas-gene-3730	pncA	CDS	3260891	3261442	-	96	0	0	96
BSGatlas-gene-3731	yueI	CDS	3261539	3261937	-	71	96	96	71
BSGatlas-gene-3732	yueH	CDS	3262009	3262257	-	35	71	71	35
BSGatlas-gene-3733	yueG	CDS	3262330	3262551	-	25	0	0	25
BSGatlas-gene-3734	yueF	CDS	3262611	3263720	-	65	0	0	65
BSGatlas-gene-3735	yuzE	CDS	3263835	3264224	+	433	0	433	0
BSGatlas-gene-3736	yuzF	CDS	3264265	3264501	-	35	17	17	35
BSGatlas-gene-3737	yueE	CDS	3264678	3265208	-	122	0	0	122
BSGatlas-gene-3738	bznD	CDS	3265406	3266137	-	62	0	0	62
BSGatlas-gene-3739	yueC	CDS	3266200	3266655	-	31	62	62	31
BSGatlas-gene-3741	yueB	CDS	3266687	3269917	-	0	31	31	0
BSGatlas-gene-3742	yukAB	CDS	3269914	3274401	-	60	0	0	60
BSGatlas-gene-3744	yukC	CDS	3274462	3275817	-	0	60	60	0
BSGatlas-gene-3745	yukD	CDS	3275832	3276071	-	69	0	0	69
BSGatlas-gene-3746	yukE	CDS	3276141	3276434	-	511	69	69	511
BSGatlas-gene-3748	adeR	CDS	3276955	3278223	+	154	0	154	0
BSGatlas-gene-3749	ald	CDS	3278325	3279461	+	26	111	26	111
BSGatlas-gene-3750	yukJ	CDS	3279573	3280250	+	111	0	111	0
BSGatlas-gene-3751	mbtH	CDS	3280294	3280503	-	0	49	49	0
BSGatlas-gene-3752	dhbF	CDS	3280519	3287655	-	19	0	0	19
BSGatlas-gene-3753	dhbB	CDS	3287675	3288613	-	27	19	19	27
BSGatlas-gene-3754	dhbE	CDS	3288641	3290260	-	28	27	27	28
BSGatlas-gene-3755	dhbC	CDS	3290289	3291485	-	25	28	28	25
BSGatlas-gene-3756	dhbA	CDS	3291511	3292296	-	110	25	25	110
BSGatlas-gene-3757	besA	CDS	3292490	3293359	-	82	96	96	82
BSGatlas-gene-3758	yuiH	CDS	3293573	3294169	-	86	0	0	86
BSGatlas-gene-3759	bioYB	CDS	3294270	3294872	+	49	0	49	0
BSGatlas-gene-3760	hisP	CDS	3294942	3296270	-	58	0	0	58
BSGatlas-gene-3761	pepA	CDS	3296417	3297919	-	81	0	0	81
BSGatlas-gene-3762	yuiD	CDS	3298077	3298553	+	578	0	578	0
BSGatlas-gene-3765	yuiB	CDS	3299344	3299664	-	53	0	0	53
BSGatlas-gene-3767	yuiA	CDS	3299718	3299861	-	46	53	53	46
BSGatlas-gene-3768	yumB	CDS	3300034	3301254	-	371	0	0	371
BSGatlas-gene-3769	trxBB	CDS	3301586	3302584	+	46	0	46	0
BSGatlas-gene-377	opuAA	CDS	321013	322269	+	62	0	62	0
BSGatlas-gene-3770	yuzG	CDS	3302623	3302763	-	381	0	0	381
BSGatlas-gene-3772	guaC	CDS	3303042	3304022	+	64	60	64	60
BSGatlas-gene-3773	paiB	CDS	3304096	3304719	-	23	24	24	23
BSGatlas-gene-3774	paiA	CDS	3304743	3305261	-	168	23	23	168
BSGatlas-gene-3775	sufA	CDS	3305599	3305961	-	78	38	38	78
BSGatlas-gene-3776	dapF	CDS	3306040	3306894	-	37	78	78	37
BSGatlas-gene-3777	yutK	CDS	3307017	3308231	-	43	0	0	43
BSGatlas-gene-3779	yuzB	CDS	3308368	3308604	-	17	0	0	17
BSGatlas-gene-3780	yutJ	CDS	3308867	3309934	+	81	0	81	0
BSGatlas-gene-3781	yuzD	CDS	3309960	3310286	-	50	0	0	50
BSGatlas-gene-3783	yuxL	CDS	3310763	3312736	-	39	275	275	39
BSGatlas-gene-3786	hom	CDS	3314828	3316129	-	200	0	0	200
BSGatlas-gene-3787	cotNH	CDS	3316330	3317349	-	31	200	200	31
BSGatlas-gene-3788	yutG	CDS	3317502	3318002	+	1458	0	1458	0
BSGatlas-gene-3789	nucF	CDS	3318029	3318799	-	28	0	0	28
BSGatlas-gene-379	opuAC	CDS	323119	324000	+	0	43	0	43
BSGatlas-gene-3790	yutE	CDS	3318828	3319262	-	23	28	28	23
BSGatlas-gene-3791	yutD	CDS	3319286	3319561	-	46	23	23	46
BSGatlas-gene-3792	yutC	CDS	3319676	3320308	+	24	0	24	0
BSGatlas-gene-3793	lipA	CDS	3320324	3321220	-	314	0	0	314
BSGatlas-gene-3794	lytH	CDS	3321455	3322435	+	29	0	29	0
BSGatlas-gene-3795	fisB	CDS	3322463	3323227	-	19	37	37	19
BSGatlas-gene-3796	yunC	CDS	3323300	3323605	-	64	0	0	64
BSGatlas-gene-3797	yunD	CDS	3323670	3325058	-	19	64	64	19
BSGatlas-gene-3798	yunE	CDS	3325078	3325899	-	17	19	19	17
BSGatlas-gene-3799	yunF	CDS	3325917	3326765	-	37	17	17	37
BSGatlas-gene-380	amhX	CDS	324038	325189	-	78	45	45	78
BSGatlas-gene-3800	yunG	CDS	3326803	3327150	-	33	37	37	33
BSGatlas-gene-3801	pucH	CDS	3327247	3328587	-	97	39	39	97
BSGatlas-gene-3802	pucR	CDS	3328762	3330357	+	91	144	91	144
BSGatlas-gene-3803	pucJ	CDS	3330502	3331851	+	144	0	144	0
BSGatlas-gene-3806	pucM	CDS	3334646	3334990	+	0	42	0	42
BSGatlas-gene-3808	yuzJ	CDS	3335414	3335545	+	37	59	37	59
BSGatlas-gene-381	ycgA	CDS	325339	326772	+	60	47	60	47
BSGatlas-gene-3810	pucE	CDS	3335751	3336272	-	0	25	25	0
BSGatlas-gene-3814	pucA	CDS	3339945	3340937	-	122	0	0	122
BSGatlas-gene-3815	pucG	CDS	3341166	3342416	-	16	42	42	16
BSGatlas-gene-3816	pucF	CDS	3342433	3343671	-	27	16	16	27
BSGatlas-gene-3818	bsnA	CDS	3344113	3344979	+	42	44	42	44
BSGatlas-gene-3819	frlP	CDS	3345013	3346116	-	934	0	0	934
BSGatlas-gene-382	ycgB	CDS	326888	327469	+	773	148	773	148
BSGatlas-gene-3820	frlR	CDS	3346298	3347026	+	114	0	114	0
BSGatlas-gene-3821	frlD	CDS	3347051	3347905	-	0	934	934	0
BSGatlas-gene-3823	frlN	CDS	3348825	3349703	-	57	0	0	57
BSGatlas-gene-3824	frlO	CDS	3349761	3351029	-	80	57	57	80
BSGatlas-gene-3825	frlB	CDS	3351110	3352096	-	215	80	80	215
BSGatlas-gene-3826	yurQ	CDS	3352312	3352686	-	102	215	215	102
BSGatlas-gene-3827	dadA	CDS	3352789	3353907	-	450	102	102	450
BSGatlas-gene-3828	sspG	CDS	3354066	3354212	+	24	0	24	0
BSGatlas-gene-3829	yurS	CDS	3354212	3354487	+	0	41	0	41
BSGatlas-gene-383	amyE	CDS	327618	329597	+	337	65	337	65
BSGatlas-gene-3830	glxB	CDS	3354551	3354934	-	110	0	0	110
BSGatlas-gene-3831	yuzN	CDS	3355045	3355323	-	23	110	110	23
BSGatlas-gene-3832	sufB	CDS	3355593	3356990	-	20	87	87	20
BSGatlas-gene-3833	sufU	CDS	3357011	3357454	-	0	20	20	0
BSGatlas-gene-3835	sufD	CDS	3358664	3359977	-	17	0	0	17
BSGatlas-gene-3836	sufC	CDS	3359995	3360780	-	111	17	17	111
BSGatlas-gene-3838	yuzK	CDS	3360974	3361111	-	193	0	0	193
BSGatlas-gene-3839	yurZ	CDS	3361305	3361682	-	24	193	193	24
BSGatlas-gene-384	lctE	CDS	329774	330739	+	60	61	60	61
BSGatlas-gene-3842	metN	CDS	3363266	3364291	-	252	0	0	252
BSGatlas-gene-3844	yusD	CDS	3364618	3364962	-	106	0	0	106
BSGatlas-gene-3847	yusG	CDS	3365831	3366067	-	55	0	0	55
BSGatlas-gene-3848	gcvH	CDS	3366123	3366506	-	66	55	55	66
BSGatlas-gene-3849	yusI	CDS	3366573	3366929	-	34	66	66	34
BSGatlas-gene-385	lctP	CDS	330771	332396	+	31	50	31	50
BSGatlas-gene-3850	fadE	CDS	3367040	3368824	-	0	46	46	0
BSGatlas-gene-3852	fadN	CDS	3370025	3372394	-	345	0	0	345
BSGatlas-gene-3853	yuzL	CDS	3372569	3372715	+	734	0	734	0
BSGatlas-gene-3854	putM	CDS	3372740	3373648	-	524	345	345	524
BSGatlas-gene-3857	mdtR	CDS	3374492	3374959	+	67	0	67	0
BSGatlas-gene-3859	yusQ	CDS	3376617	3377000	-	18	0	0	18
BSGatlas-gene-386	mdr	CDS	332441	333979	-	84	51	51	84
BSGatlas-gene-3860	yusR	CDS	3377019	3377408	-	21	18	18	21
BSGatlas-gene-3861	yusS	CDS	3377430	3377759	-	50	21	21	50
BSGatlas-gene-3862	yusT	CDS	3377893	3378780	+	61	0	61	0
BSGatlas-gene-3863	yusU	CDS	3378800	3379087	-	24	0	0	24
BSGatlas-gene-3864	feuV	CDS	3379112	3379939	-	139	59	59	139
BSGatlas-gene-3865	cotNW	CDS	3380157	3380594	-	31	0	0	31
BSGatlas-gene-3867	yusYn	putative-coding	3382209	3382499	-	40	0	0	40
BSGatlas-gene-3868	yusZ	CDS	3382633	3383475	+	41	89	41	89
BSGatlas-gene-3869	mrgA	CDS	3383565	3384026	+	89	46	89	46
BSGatlas-gene-387	ycgE	CDS	334092	334556	+	66	73	66	73
BSGatlas-gene-3870	htrB	CDS	3384070	3385446	-	252	52	52	252
BSGatlas-gene-3871	cssR	CDS	3385724	3386401	+	100	0	100	0
BSGatlas-gene-3872	cssS	CDS	3386398	3387753	+	0	38	0	38
BSGatlas-gene-3873	spxO	CDS	3387781	3387945	-	886	963	963	886
BSGatlas-gene-3874	yuxN	CDS	3388113	3388988	+	114	1703	114	1703
BSGatlas-gene-3875	fumC	CDS	3389024	3390412	-	66	46	46	66
BSGatlas-gene-3876	yvzF	CDS	3390479	3390664	-	49	66	66	49
BSGatlas-gene-3877	gerAA	CDS	3390782	3392230	+	30	0	30	0
BSGatlas-gene-388	ycgF	CDS	334630	335259	+	73	69	73	69
BSGatlas-gene-3880	liaR	CDS	3394422	3395057	-	0	26	26	0
BSGatlas-gene-3882	liaF	CDS	3396114	3396839	-	33	0	0	33
BSGatlas-gene-3883	liaG	CDS	3396873	3397745	-	100	33	33	100
BSGatlas-gene-3884	liaH	CDS	3397846	3398523	-	26	100	100	26
BSGatlas-gene-3885	liaI	CDS	3398550	3398930	-	27	26	26	27
BSGatlas-gene-3886	yvqJ	CDS	3399092	3400360	-	46	0	0	46
BSGatlas-gene-3887	yvqK	CDS	3400537	3401118	-	22	29	29	22
BSGatlas-gene-3888	yvrA	CDS	3401141	3402469	-	0	22	22	0
BSGatlas-gene-389	ycgG	CDS	335329	336090	+	69	34	69	34
BSGatlas-gene-3890	yvrC	CDS	3403493	3404437	-	271	0	0	271
BSGatlas-gene-3892	yvrD	CDS	3404835	3405626	+	41	0	41	0
BSGatlas-gene-3893	yvrE	CDS	3405664	3406542	-	71	43	43	71
BSGatlas-gene-3894	yvrG	CDS	3406614	3408356	-	0	71	71	0
BSGatlas-gene-3895	yvrH	CDS	3408353	3409066	-	152	0	0	152
BSGatlas-gene-3896	rsoA	CDS	3409219	3409458	-	0	152	152	0
BSGatlas-gene-3897	sigO	CDS	3409462	3409992	-	57	0	0	57
BSGatlas-gene-3899	oxdC	CDS	3410466	3411623	+	72	60	72	60
BSGatlas-gene-390	ycgH	CDS	336092	337432	-	38	397	397	38
BSGatlas-gene-3900	rsiO	CDS	3411684	3412094	+	60	22	60	22
BSGatlas-gene-3901	yvrN	CDS	3412128	3413357	-	0	44	44	0
BSGatlas-gene-3903	yvrP	CDS	3414023	3415216	-	58	0	0	58
BSGatlas-gene-3907	fhuD	CDS	3418474	3419421	+	56	197	56	197
BSGatlas-gene-3908	lysP	CDS	3419656	3421065	-	325	0	0	325
BSGatlas-gene-391	ycgI	CDS	337562	338158	+	38	0	38	0
BSGatlas-gene-3911	sspJ	CDS	3421465	3421605	-	619	0	0	619
BSGatlas-gene-3912	yvsG	CDS	3421772	3422254	+	57	0	57	0
BSGatlas-gene-3913	ltaSP	CDS	3422354	3424207	+	54	0	54	0
BSGatlas-gene-3914	yvgK	CDS	3424235	3425161	-	34	0	0	34
BSGatlas-gene-3915	modA	CDS	3425272	3426054	+	34	0	34	0
BSGatlas-gene-3916	modB	CDS	3426026	3426718	+	0	886	0	886
BSGatlas-gene-3917	pgoN	CDS	3426749	3427579	-	49	17	17	49
BSGatlas-gene-3918	yvgO	CDS	3427802	3428287	+	332	46	332	46
BSGatlas-gene-3919	nhaK	CDS	3428331	3430343	-	153	0	0	153
BSGatlas-gene-392	nadE	CDS	338288	339106	+	85	45	85	45
BSGatlas-gene-3920	cysI	CDS	3430598	3432313	-	25	54	54	25
BSGatlas-gene-3921	cysJ	CDS	3432339	3434156	-	45	25	25	45
BSGatlas-gene-3922	helD	CDS	3434327	3436651	-	159	0	0	159
BSGatlas-gene-3923	yvgT	CDS	3436849	3437457	-	57	36	36	57
BSGatlas-gene-3924	bdbC	CDS	3437644	3438060	-	0	45	45	0
BSGatlas-gene-3925	bdbD	CDS	3438065	3438733	-	68	0	0	68
BSGatlas-gene-3926	cadA	CDS	3438853	3440961	-	94	65	65	94
BSGatlas-gene-3927	copA	CDS	3441121	3443529	-	83	0	0	83
BSGatlas-gene-3928	copZ	CDS	3443613	3443822	-	73	83	83	73
BSGatlas-gene-3929	csoR	CDS	3443896	3444201	-	41	73	73	41
BSGatlas-gene-393	tmrB	CDS	339156	339749	-	31	896	896	31
BSGatlas-gene-3930	iolW	CDS	3444329	3445405	+	154	0	154	0
BSGatlas-gene-3931	azoRB	CDS	3445442	3446077	-	82	45	45	82
BSGatlas-gene-3932	yvaC	CDS	3446237	3448132	-	52	0	0	52
BSGatlas-gene-3933	yvaD	CDS	3448295	3448696	-	0	36	36	0
BSGatlas-gene-3935	yvaF	CDS	3449049	3449621	-	44	0	0	44
BSGatlas-gene-3936	yvaG	CDS	3449732	3450526	-	78	0	0	78
BSGatlas-gene-3938	smpB	CDS	3451248	3451718	-	144	176	176	144
BSGatlas-gene-3939	rnr	CDS	3451863	3454202	-	18	144	144	18
BSGatlas-gene-3940	estA	CDS	3454221	3454961	-	131	18	18	131
BSGatlas-gene-3941	secG	CDS	3455093	3455323	-	32	131	131	32
BSGatlas-gene-3942	yvaM	CDS	3455472	3456242	+	40	44	40	44
BSGatlas-gene-3944	rghRA	CDS	3456667	3457074	+	47	0	47	0
BSGatlas-gene-3946	catR	CDS	3457615	3457941	+	27	0	27	0
BSGatlas-gene-3947	yvaQ	CDS	3458066	3459766	+	39	0	39	0
BSGatlas-gene-3948	opuBD	CDS	3459806	3460486	-	16	1058	1058	16
BSGatlas-gene-395	aroK	CDS	340025	340585	+	145	38	145	38
BSGatlas-gene-3950	opuBC	CDS	3460503	3461423	-	0	16	16	0
BSGatlas-gene-3951	opuBB	CDS	3461435	3462088	-	16	0	0	16
BSGatlas-gene-3952	opuBA	CDS	3462105	3463250	-	70	16	16	70
BSGatlas-gene-3953	yvaV	CDS	3463534	3464067	+	161	0	161	0
BSGatlas-gene-3955	sdpA	CDS	3464289	3464765	+	80	0	80	0
BSGatlas-gene-3956	sdpB	CDS	3464762	3465733	+	0	42	0	42
BSGatlas-gene-3957	spbC	CDS	3465776	3466387	+	147	1197	147	1197
BSGatlas-gene-3958	sdpI	CDS	3466434	3467057	-	0	763	763	0
BSGatlas-gene-3959	sdpR	CDS	3467054	3467326	-	59	0	0	59
BSGatlas-gene-396	ycgJ	CDS	340613	341374	-	39	0	0	39
BSGatlas-gene-3960	opuCD	CDS	3467546	3468235	-	17	0	0	17
BSGatlas-gene-3961	opuCC	CDS	3468253	3469164	-	19	17	17	19
BSGatlas-gene-3962	opuCB	CDS	3469184	3469837	-	22	19	19	22
BSGatlas-gene-3963	opuCA	CDS	3469860	3471002	-	60	22	22	60
BSGatlas-gene-3964	opcR	CDS	3471266	3471823	+	37	0	37	0
BSGatlas-gene-3965	yvbG	CDS	3471841	3472476	-	48	0	0	48
BSGatlas-gene-3966	yvbH	CDS	3472626	3473240	+	37	0	37	0
BSGatlas-gene-3967	yvbI	CDS	3473372	3474070	+	53	0	53	0
BSGatlas-gene-3968	yvbJ	CDS	3474106	3475923	-	56	0	0	56
BSGatlas-gene-3969	yvbK	CDS	3476043	3476510	+	70	20	70	20
BSGatlas-gene-397	ycgK	CDS	341492	342466	+	52	71	52	71
BSGatlas-gene-3970	eno	CDS	3476555	3477847	-	29	48	48	29
BSGatlas-gene-3971	pgm	CDS	3477877	3479412	-	0	29	29	0
BSGatlas-gene-3972	tpiA	CDS	3479405	3480166	-	30	0	0	30
BSGatlas-gene-3973	pgk	CDS	3480197	3481381	-	316	30	30	316
BSGatlas-gene-3974	gapA	CDS	3481698	3482705	-	64	316	316	64
BSGatlas-gene-3975	cggR	CDS	3482752	3483774	-	223	46	46	223
BSGatlas-gene-3976	araE	CDS	3484072	3485466	-	104	56	56	104
BSGatlas-gene-3977	araR	CDS	3485670	3486758	+	28	50	28	50
BSGatlas-gene-3978	yvbT	CDS	3486807	3487817	-	79	16	16	79
BSGatlas-gene-3979	yvbU	CDS	3487974	3488852	-	53	0	0	53
BSGatlas-gene-398	cah	CDS	342538	343494	+	71	83	71	83
BSGatlas-gene-3980	cyeB	CDS	3488952	3489869	+	411	0	411	0
BSGatlas-gene-3983	yvbX	CDS	3491655	3492689	-	29	0	0	29
BSGatlas-gene-3985	lutB	CDS	3493519	3494958	-	26	0	0	26
BSGatlas-gene-3986	lutA	CDS	3494985	3495701	-	68	26	26	68
BSGatlas-gene-3988	yvfT	CDS	3496495	3497610	-	45	0	0	45
BSGatlas-gene-399	ycgL	CDS	343578	344360	+	83	0	83	0
BSGatlas-gene-3990	yvfR	CDS	3498352	3499257	-	32	0	0	32
BSGatlas-gene-3991	rsbQ	CDS	3499541	3500350	+	51	35	51	35
BSGatlas-gene-3992	rsbP	CDS	3500386	3501597	+	35	0	35	0
BSGatlas-gene-3993	ganB	CDS	3501651	3502940	-	79	67	67	79
BSGatlas-gene-3994	ganA	CDS	3503020	3505083	-	18	79	79	18
BSGatlas-gene-3995	ganQ	CDS	3505102	3505953	-	0	18	18	0
BSGatlas-gene-3996	ganP	CDS	3505957	3507213	-	39	0	0	39
BSGatlas-gene-3997	ganS	CDS	3507253	3508518	-	39	39	39	39
BSGatlas-gene-3999	lutR	CDS	3509831	3510490	-	195	50	50	195
BSGatlas-gene-4	dnaA	CDS	410	1750	+	410	188	410	188
BSGatlas-gene-400	putB	CDS	344551	345462	+	53	16	53	16
BSGatlas-gene-4000	lutP	CDS	3510780	3512471	+	110	1134	110	1134
BSGatlas-gene-4001	sigL	CDS	3512498	3513808	-	30	37	37	30
BSGatlas-gene-4002	yvfG	CDS	3513887	3514105	+	260	44	260	44
BSGatlas-gene-401	putC	CDS	345479	347026	+	16	123	16	123
BSGatlas-gene-4010	epsH	CDS	3521111	3522145	-	24	0	0	24
BSGatlas-gene-4011	epsG	CDS	3522170	3523273	-	0	24	24	0
BSGatlas-gene-4015	epsC	CDS	3526407	3528203	-	131	0	0	131
BSGatlas-gene-4018	epsA	CDS	3529151	3529855	-	57	0	0	57
BSGatlas-gene-4019	slrR	CDS	3530101	3530559	+	265	75	265	75
BSGatlas-gene-402	putP	CDS	347150	348571	+	673	0	673	0
BSGatlas-gene-4020	pnbA	CDS	3530635	3532104	+	75	0	75	0
BSGatlas-gene-4022	padC	CDS	3532325	3532810	-	22	0	0	22
BSGatlas-gene-4023	yveG	CDS	3532833	3533144	-	51	22	22	51
BSGatlas-gene-4024	yveF	CDS	3533196	3533288	-	58	51	51	58
BSGatlas-gene-4025	racX	CDS	3533419	3534102	-	0	49	49	0
BSGatlas-gene-4028	sacB	CDS	3536012	3537433	+	200	73	200	73
BSGatlas-gene-4029	levB	CDS	3537507	3539057	+	73	107	73	107
BSGatlas-gene-4030	aspP	CDS	3539165	3540727	+	107	40	107	40
BSGatlas-gene-4032	psmA	CDS	3541488	3541823	+	81	0	81	0
BSGatlas-gene-4033	psmB	CDS	3541823	3542143	+	0	191	0	191
BSGatlas-gene-4034	yvdQ	CDS	3542179	3542691	-	32	717	717	32
BSGatlas-gene-4035	cotNP	CDS	3542943	3544286	-	38	160	160	38
BSGatlas-gene-4036	cotR	CDS	3544642	3545604	+	271	288	271	288
BSGatlas-gene-4038	clpP	CDS	3546234	3546827	+	103	466	103	466
BSGatlas-gene-404	putR	CDS	348724	349959	+	31	0	31	0
BSGatlas-gene-4044	mdxF	CDS	3553206	3554513	-	39	0	0	39
BSGatlas-gene-4045	mdxE	CDS	3554553	3555806	-	95	39	39	95
BSGatlas-gene-4046	mdxD	CDS	3555902	3557671	-	112	95	95	112
BSGatlas-gene-4047	mdxR	CDS	3557784	3558734	-	29	112	112	29
BSGatlas-gene-4048	yvdD	CDS	3558940	3559515	-	60	95	95	60
BSGatlas-gene-4049	yvdC	CDS	3559632	3559952	+	52	0	52	0
BSGatlas-gene-405	ycgQ	CDS	349996	350853	-	0	76	76	0
BSGatlas-gene-4050	yvdB	CDS	3559979	3561571	-	18	23	23	18
BSGatlas-gene-4051	yvdA	CDS	3561590	3562183	-	56	18	18	56
BSGatlas-gene-4052	yvcT	CDS	3562566	3563543	+	236	0	236	0
BSGatlas-gene-4053	psdB	CDS	3563581	3565521	-	0	45	45	0
BSGatlas-gene-4054	psdA	CDS	3565496	3566275	-	82	0	0	82
BSGatlas-gene-4055	psdS	CDS	3566358	3567428	-	0	82	82	0
BSGatlas-gene-4056	psdR	CDS	3567422	3568135	-	59	0	0	59
BSGatlas-gene-4057	yvzJ	CDS	3568282	3568491	+	44	0	44	0
BSGatlas-gene-4058	yvcN	CDS	3568527	3569291	-	0	49	49	0
BSGatlas-gene-4059	crh	CDS	3569292	3569549	-	23	0	0	23
BSGatlas-gene-406	ycgR	CDS	350858	351742	-	99	0	0	99
BSGatlas-gene-4060	whiA	CDS	3569573	3570523	-	22	23	23	22
BSGatlas-gene-4061	mgfK	CDS	3570546	3571499	-	0	22	22	0
BSGatlas-gene-4062	yvcJ	CDS	3571501	3572388	-	24	0	0	24
BSGatlas-gene-4063	yvcI	CDS	3572413	3572889	-	92	24	24	92
BSGatlas-gene-4065	trxB	CDS	3573207	3574157	-	89	131	131	89
BSGatlas-gene-4067	cwlO	CDS	3574363	3575784	-	199	0	0	199
BSGatlas-gene-4068	yvcD	CDS	3576165	3577619	-	125	0	0	125
BSGatlas-gene-4069	bmrA	CDS	3577745	3579514	-	67	125	125	67
BSGatlas-gene-407	ycgS	CDS	351842	352696	-	108	99	99	108
BSGatlas-gene-4072	yvcA	CDS	3581965	3582690	-	90	0	0	90
BSGatlas-gene-408	ffoR	CDS	352858	353868	+	65	62	65	62
BSGatlas-gene-4080	hisZ	CDS	3588185	3589360	-	1032	0	0	1032
